"network_code","network_name","list_type","stores","list_ids"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2566  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B326  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2530  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" 2936  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2177  ""","Top","1","1"
"PEREKRESTOK","""ООО ""РАЗВИТИЕ МАЛЫХ ФОРМАТОВ"" 2853  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B260  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B030  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2689  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B347  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B403  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B020  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B245  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2811  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B264  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B226  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2360  ""","Top","1","2"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2166  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2995  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2718  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B058  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2991 2991 ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2351  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B399  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2120  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" ГОВОРОВО  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2062  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2638  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2632  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B173  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2662  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2761  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2466  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2365  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2382  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2881  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2020  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B247  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B069  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" 2927  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2497  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B320  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2184  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2695  ""","Top","1","1"
"PEREKRESTOK","""ООО ""РАЗВИТИЕ МАЛЫХ ФОРМАТОВ"" 2855  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B048  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" ЖК УТЕСОВ  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2598  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2172  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2035  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2658  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2281  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2222  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B210  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B312  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2578  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B330  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B348  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2373  ""","Top","1","2"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B375  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2648  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2762  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2510  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B170  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B125  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2626  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B089  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2055  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B317 АО ""ТД ""ПЕРЕКРЕСТОК"" АО ""ТД ""ПЕРЕКРЕСТОК""""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2467  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2030  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B006  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B140  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2703  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2575  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2807  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2552  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2436  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B268  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B313  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2840  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2714  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2612  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2766  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2132  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2757  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B291  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B388  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2763  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2677  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2337  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B461  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2417  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2667  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2475  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2349  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2234  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2171  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2918  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2333  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2506  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2374  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2142  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2149  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2250  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2664  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B392  ""","Top","1","1"
"PEREKRESTOK","""ООО ""РАЗВИТИЕ МАЛЫХ ФОРМАТОВ"" 2848  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2706  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B199  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B305  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2395  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2831  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B361  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B010  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2176  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2362  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2487  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2113  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2358  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2605  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2244  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2057  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" D234  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B299  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2173  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2416  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B149  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2988  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2489  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2494  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B096  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B390  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B232  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B001  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2067  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2630  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2124  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B458  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B212  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B349  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2732  ""","Top","1","1"
"PEREKRESTOK","""ООО ""КОПЕЙКА-САРОВ"" 2789  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2693  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2413  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2110  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2438  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" В078  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2830  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B128  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B083  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B002  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" ВИДНОЕ СУХАНОВСКАЯ  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2813  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B097  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2986  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2488  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2114  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B252  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B214  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B363  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2240  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2139  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B023  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B369  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2086  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B284  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B200 B200 ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B152  ""","Top","1","2"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B122  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B201  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2570  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2371  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2032  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B331  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2238  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B277  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B119  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B086  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B138  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2874  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B009  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2503  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B051  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2818  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2628  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B465  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B41J  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2654  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B285  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B052  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2656  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B111  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B295  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2496  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B321  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B283  ""","Top","1","1"
"PEREKRESTOK","""ООО ""РАЗВИТИЕ МАЛЫХ ФОРМАТОВ"" 2850  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2183  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2477  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2246  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B158  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2773  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2323  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2560  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B065  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B115  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B435  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2455  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B070  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2507  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2343  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2085  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" B282  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B351  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2752  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2607  ""","Top","1","1"
"PEREKRESTOK","""АО ""ТД ""ПЕРЕКРЕСТОК"" B451  ""","Top","1","1"
